team,conf,adjem,adjo,adjd,luck,Season,TeamID
la salle,A10,-3.02,103.0,106.1,-0.023,2004,1247
la salle,A10,-3.02,103.0,106.1,-0.023,2004,1247
massachusetts,A10,-3.13,103.0,106.1,-0.022000000000000002,2004,1269
american,Pat,-3.16,102.7,105.8,-0.006,2004,1110
northern arizona,BSky,-3.33,102.1,105.4,0.017,2004,1319
northern arizona,BSky,-3.33,102.1,105.4,0.017,2004,1319
south alabama,SB,-3.39,103.1,106.4,-0.039,2004,1375
south alabama,SB,-3.39,103.1,106.4,-0.039,2004,1375
ohio,MAC,-3.41,101.2,104.6,-0.057999999999999996,2004,1325
texas a&m,B12,-3.58,105.6,109.2,-0.131,2004,1401
indiana st.,MVC,-3.69,97.0,100.7,-0.069,2004,1232
loyola chicago,Horz,-3.94,101.0,104.9,0.008,2004,1260
loyola chicago,Horz,-3.94,101.0,104.9,0.008,2004,1260
southeastern louisiana,Slnd,-3.96,101.4,105.3,0.021,2004,1368
southeastern louisiana,Slnd,-3.96,101.4,105.3,0.021,2004,1368
iona,MAAC,-3.98,101.6,105.6,-0.051,2004,1233
monmouth,NEC,-3.99,98.1,102.1,0.11199999999999999,2004,1284
yale,Ivy,-4.07,99.7,103.8,-0.038,2004,1463
uc riverside,BW,-4.12,101.9,106.0,-0.006999999999999999,2004,1415
uc riverside,BW,-4.12,101.9,106.0,-0.006999999999999999,2004,1415
eastern kentucky,OVC,-4.18,102.2,106.4,-0.05,2004,1184
eastern kentucky,OVC,-4.18,102.2,106.4,-0.05,2004,1184
northeastern,AE,-4.26,103.0,107.3,0.052000000000000005,2004,1318
new mexico st.,SB,-4.28,98.3,102.6,-0.015,2004,1308
st. john's,BE,-4.31,98.9,103.2,-0.017,2004,1385
brown,Ivy,-4.35,101.8,106.2,0.032,2004,1135
morehead st.,OVC,-4.45,107.1,111.6,0.08199999999999999,2004,1287
sacramento st.,BSky,-4.57,98.6,103.2,-0.018000000000000002,2004,1170
maine,AE,-4.57,99.0,103.5,0.04,2004,1263
ut arlington,Slnd,-4.64,103.9,108.5,0.024,2004,1426
ut arlington,Slnd,-4.64,103.9,108.5,0.024,2004,1426
cal poly,BW,-4.69,101.1,105.8,-0.015,2004,1142
cal poly,BW,-4.69,101.1,105.8,-0.015,2004,1142
bucknell,Pat,-4.69,96.6,101.3,-0.115,2004,1137
evansville,MVC,-4.76,104.7,109.4,-0.062,2004,1191
uc irvine,BW,-4.79,101.4,106.2,0.034,2004,1414
uc irvine,BW,-4.79,101.4,106.2,0.034,2004,1414
cal st. fullerton,BW,-4.85,102.9,107.8,-0.023,2004,1168
portland st.,BSky,-4.9,96.6,101.5,-0.065,2004,1340
siena,MAAC,-5.03,100.7,105.7,0.034,2004,1373
appalachian st.,SC,-5.05,95.6,100.7,-0.08800000000000001,2004,1111
north texas,SB,-5.06,101.1,106.2,0.025,2004,1317
north texas,SB,-5.06,101.1,106.2,0.025,2004,1317
texas a&m corpus chris,ind,-5.13,102.4,107.5,0.033,2004,1394
eastern michigan,MAC,-5.17,99.2,104.4,-0.031,2004,1185
eastern michigan,MAC,-5.17,99.2,104.4,-0.031,2004,1185
south florida,CUSA,-5.21,99.7,104.9,-0.044000000000000004,2004,1378
south florida,CUSA,-5.21,99.7,104.9,-0.044000000000000004,2004,1378
lafayette,Pat,-5.28,106.6,111.9,0.07400000000000001,2004,1248
south carolina st.,MEAC,-5.32,101.0,106.3,0.019,2004,1354
houston,CUSA,-5.5,93.9,99.4,0.02,2004,1222
southeast missouri st.,OVC,-5.66,107.4,113.1,-0.048,2004,1369
montana st.,BSky,-5.69,97.1,102.8,0.01,2004,1286
northern illinois,MAC,-5.89,100.6,106.5,-0.069,2004,1296
northern illinois,MAC,-5.89,100.6,106.5,-0.069,2004,1296
rider,MAAC,-6.17,100.0,106.1,0.095,2004,1351
tulane,CUSA,-6.21,97.8,104.0,0.009000000000000001,2004,1408
fairleigh dickinson,NEC,-6.23,100.1,106.3,0.049,2004,1192
fairleigh dickinson,NEC,-6.23,100.1,106.3,0.049,2004,1192
penn st.,B10,-6.35,97.2,103.5,0.055,2004,1336
winthrop,BSth,-6.36,99.8,106.2,0.017,2004,1457
unc greensboro,SC,-6.52,102.2,108.7,-0.036000000000000004,2004,1422
central connecticut,NEC,-6.53,101.9,108.4,-0.040999999999999995,2004,1148
cornell,Ivy,-6.57,100.1,106.7,-0.096,2004,1165
baylor,B12,-6.63,102.0,108.7,0.006999999999999999,2004,1124
william & mary,CAA,-6.66,105.4,112.0,-0.094,2004,1456
chicago st.,MCon,-6.66,101.7,108.4,0.054000000000000006,2004,1152
canisius,MAAC,-6.68,100.5,107.2,-0.026000000000000002,2004,1145
tennessee tech,OVC,-6.76,104.2,111.0,0.002,2004,1399
tennessee tech,OVC,-6.76,104.2,111.0,0.002,2004,1399
western carolina,SC,-6.88,98.0,104.9,-0.027999999999999997,2004,1441
western carolina,SC,-6.88,98.0,104.9,-0.027999999999999997,2004,1441
mcneese st.,Slnd,-6.92,99.5,106.4,-0.076,2004,1270
jacksonville st.,OVC,-6.96,104.8,111.7,-0.026000000000000002,2004,1240
lehigh,Pat,-7.01,97.7,104.7,0.055,2004,1250
coppin st.,MEAC,-7.05,95.0,102.0,0.040999999999999995,2004,1164
coastal carolina,BSth,-7.11,98.4,105.5,-0.06,2004,1157
coastal carolina,BSth,-7.11,98.4,105.5,-0.06,2004,1157
san jose st.,WAC,-7.14,99.2,106.3,-0.062,2004,1363
st. francis ny,NEC,-7.22,98.0,105.2,-0.015,2004,1383
florida atlantic,ASun,-7.28,99.9,107.2,-0.187,2004,1194
florida atlantic,ASun,-7.28,99.9,107.2,-0.187,2004,1194
montana,BSky,-7.28,99.0,106.3,-0.013000000000000001,2004,1285
mercer,ASun,-7.29,103.0,110.3,0.009000000000000001,2004,1273
utsa,Slnd,-7.69,98.0,105.7,0.10300000000000001,2004,1427
youngstown st.,Horz,-8.13,97.6,105.8,0.004,2004,1464
texas pan american,ind,-8.19,95.3,103.5,0.061,2004,1410
texas pan american,ind,-8.19,95.3,103.5,0.061,2004,1410
delaware st.,MEAC,-8.46,99.9,108.4,-0.013000000000000001,2004,1175
elon,SC,-8.69,99.0,107.7,0.012,2004,1189
tennessee martin,OVC,-8.87,99.6,108.5,-0.045,2004,1404
st. bonaventure,A10,-8.95,100.8,109.7,0.037000000000000005,2004,1382
high point,BSth,-9.19,97.9,107.1,0.107,2004,1219
high point,BSth,-9.19,97.9,107.1,0.107,2004,1219
florida a&m,MEAC,-9.35,98.9,108.3,0.005,2004,1197
samford,OVC,-9.45,98.9,108.3,0.03,2004,1359
texas st.,Slnd,-9.46,101.7,111.2,-0.04,2004,1402
northwestern st.,Slnd,-9.61,95.7,105.3,-0.057,2004,1322
binghamton,AE,-9.69,91.4,101.1,0.037000000000000005,2004,1127
southern utah,MCon,-9.85,100.7,110.5,-0.004,2004,1381
southern utah,MCon,-9.85,100.7,110.5,-0.004,2004,1381
fordham,A10,-9.91,96.5,106.4,0.013999999999999999,2004,1200
idaho st.,BSky,-10.15,101.5,111.6,0.09300000000000001,2004,1226
james madison,CAA,-10.19,99.8,110.0,-0.005,2004,1241
james madison,CAA,-10.19,99.8,110.0,-0.005,2004,1241
tennessee st.,OVC,-10.29,103.6,113.9,-0.051,2004,1398
alabama st.,SWAC,-10.72,93.8,104.5,0.023,2004,1106
columbia,Ivy,-10.76,95.2,105.9,-0.032,2004,1162
hampton,MEAC,-10.91,98.2,109.2,-0.022000000000000002,2004,1214
st. francis pa,NEC,-11.1,100.3,111.4,0.048,2004,1384
robert morris,NEC,-11.5,101.4,112.9,0.061,2004,1352
robert morris,NEC,-11.5,101.4,112.9,0.061,2004,1352
sam houston st.,Slnd,-11.53,97.4,108.9,-0.004,2004,1358
mount st. mary's,NEC,-11.6,96.7,108.3,-0.035,2004,1291
central michigan,MAC,-11.69,97.6,109.3,-0.005,2004,1141
central michigan,MAC,-11.69,97.6,109.3,-0.005,2004,1141
stetson,ASun,-11.74,95.6,107.4,0.099,2004,1391
louisiana monroe,Slnd,-11.86,93.2,105.0,0.03,2004,1419
wagner,NEC,-11.92,95.7,107.6,0.07400000000000001,2004,1447
gardner webb,ASun,-12.03,97.2,109.3,-0.031,2004,1205
gardner webb,ASun,-12.03,97.2,109.3,-0.031,2004,1205
towson,CAA,-12.15,94.7,106.9,0.024,2004,1406
eastern illinois,OVC,-12.32,95.6,107.9,-0.07,2004,1183
eastern illinois,OVC,-12.32,95.6,107.9,-0.07,2004,1183
colgate,Pat,-12.4,99.1,111.5,0.095,2004,1159
san diego,WCC,-12.41,100.0,112.4,-0.047,2004,1360
san diego,WCC,-12.41,100.0,112.4,-0.047,2004,1360
sacred heart,NEC,-12.44,97.9,110.4,0.055,2004,1357
sacred heart,NEC,-12.44,97.9,110.4,0.055,2004,1357
cleveland st.,Horz,-12.53,93.5,106.0,-0.11,2004,1156
lamar,Slnd,-12.63,97.2,109.8,-0.040999999999999995,2004,1249
umbc,AE,-12.88,94.1,107.0,-0.13,2004,1420
ipfw,ind,-12.89,97.8,110.7,-0.038,2004,1236
wofford,SC,-12.98,98.7,111.7,0.027999999999999997,2004,1459
radford,BSth,-13.01,96.0,109.0,-0.01,2004,1347
jacksonville,ASun,-13.11,97.2,110.3,0.10300000000000001,2004,1239
southern,SWAC,-13.49,96.6,110.0,-0.078,2004,1380
jackson st.,SWAC,-13.87,88.4,102.2,-0.008,2004,1238
marist,MAAC,-13.91,93.1,107.0,-0.047,2004,1265
new hampshire,AE,-14.06,93.5,107.6,-0.033,2004,1306
new hampshire,AE,-14.06,93.5,107.6,-0.033,2004,1306
long beach st.,BW,-14.09,96.2,110.3,-0.008,2004,1253
hartford,AE,-14.16,95.6,109.7,0.040999999999999995,2004,1216
stony brook,AE,-14.69,95.4,110.1,0.016,2004,1392
stony brook,AE,-14.69,95.4,110.1,0.016,2004,1392
morgan st.,MEAC,-14.78,96.4,111.2,0.008,2004,1288
texas southern,SWAC,-15.39,87.9,103.3,0.004,2004,1411
texas southern,SWAC,-15.39,87.9,103.3,0.004,2004,1411
grambling st.,SWAC,-15.43,93.4,108.9,-0.040999999999999995,2004,1212
quinnipiac,NEC,-15.58,98.2,113.8,-0.067,2004,1346
norfolk st.,MEAC,-16.07,92.3,108.4,0.022000000000000002,2004,1313
alabama a&m,SWAC,-16.33,95.3,111.6,0.038,2004,1105
liu brooklyn,NEC,-16.6,92.8,109.4,0.006,2004,1254
liu brooklyn,NEC,-16.6,92.8,109.4,0.006,2004,1254
western illinois,MCon,-17.12,95.8,112.9,-0.057,2004,1442
western illinois,MCon,-17.12,95.8,112.9,-0.057,2004,1442
unc asheville,BSth,-17.15,93.4,110.6,0.027000000000000003,2004,1421
unc asheville,BSth,-17.15,93.4,110.6,0.027000000000000003,2004,1421
lipscomb,ASun,-17.5,96.8,114.3,-0.032,2004,1252
harvard,Ivy,-18.14,90.0,108.1,-0.046,2004,1217
charleston southern,BSth,-18.21,90.6,108.8,-0.11,2004,1149
charleston southern,BSth,-18.21,90.6,108.8,-0.11,2004,1149
howard,MEAC,-19.39,87.4,106.8,-0.083,2004,1224
albany,AE,-19.86,87.6,107.4,-0.055,2004,1107
fiu,SB,-20.85,84.0,104.8,-0.015,2004,1198
alcorn st.,SWAC,-20.96,91.9,112.9,0.07400000000000001,2004,1108
bethune cookman,MEAC,-21.96,90.2,112.1,0.004,2004,1126
campbell,ASun,-22.61,91.7,114.3,-0.009000000000000001,2004,1144
loyola md,MAAC,-23.48,89.5,113.0,-0.039,2004,1259
loyola md,MAAC,-23.48,89.5,113.0,-0.039,2004,1259
savannah st.,ind,-23.73,85.3,109.0,0.015,2004,1366
nicholls st.,Slnd,-24.0,90.2,114.2,-0.03,2004,1311
the citadel,SC,-24.04,86.7,110.8,0.002,2004,1154
the citadel,SC,-24.04,86.7,110.8,0.002,2004,1154
dartmouth,Ivy,-24.48,87.8,112.3,-0.04,2004,1171
vmi,BSth,-24.63,83.3,108.0,0.013999999999999999,2004,1440
prairie view a&m,SWAC,-24.63,89.2,113.8,0.063,2004,1341
maryland eastern shore,MEAC,-24.91,91.0,115.9,0.057,2004,1271
maryland eastern shore,MEAC,-24.91,91.0,115.9,0.057,2004,1271
north carolina a&t,MEAC,-26.66,76.8,103.4,-0.069,2004,1299
navy,Pat,-27.26,81.9,109.2,-0.027000000000000003,2004,1298
army,Pat,-30.49,77.9,108.4,0.001,2004,1119
arkansas pine bluff,SWAC,-36.33,76.2,112.5,-0.013000000000000001,2004,1115
arkansas pine bluff,SWAC,-36.33,76.2,112.5,-0.013000000000000001,2004,1115
kentucky,SEC,29.18,116.5,87.4,0.051,2003,1246
kansas,B12,28.62,115.0,86.4,-0.017,2003,1242
pittsburgh,BE,28.61,114.8,86.2,-0.023,2003,1338
arizona,P10,26.8,115.6,88.8,-0.006999999999999999,2003,1112
illinois,B10,24.47,113.2,88.7,-0.028999999999999998,2003,1228
duke,ACC,23.75,115.0,91.3,-0.03,2003,1181
texas,B12,23.49,119.3,95.8,-0.009000000000000001,2003,1400
syracuse,BE,23.28,114.4,91.1,0.083,2003,1393
oklahoma,B12,23.01,112.1,89.1,0.034,2003,1328
louisville,CUSA,22.75,115.8,93.0,-0.028999999999999998,2003,1257
florida,SEC,22.14,116.5,94.4,0.008,2003,1196
wisconsin,B10,22.07,114.4,92.4,-0.024,2003,1458
maryland,ACC,22.0,110.9,88.9,-0.078,2003,1268
mississippi st.,SEC,21.53,107.4,85.8,-0.06,2003,1280
marquette,CUSA,21.3,120.5,99.2,0.07,2003,1266
georgia,SEC,20.93,120.9,99.9,0.012,2003,1208
saint joseph's,A10,20.75,109.0,88.3,-0.049,2003,1386
notre dame,BE,20.31,116.5,96.2,0.009000000000000001,2003,1323
notre dame,BE,20.31,116.5,96.2,0.009000000000000001,2003,1323
michigan st.,B10,20.26,110.1,89.9,-0.05,2003,1277
xavier,A10,19.88,113.8,94.0,0.018000000000000002,2003,1462
wake forest,ACC,19.87,114.5,94.6,0.073,2003,1448
wake forest,ACC,19.87,114.5,94.6,0.073,2003,1448
connecticut,BE,19.54,111.6,92.0,0.005,2003,1163
lsu,SEC,18.15,111.0,92.8,-0.035,2003,1261
byu,MWC,17.68,109.4,91.7,-0.031,2003,1140
oklahoma st.,B12,17.67,105.9,88.2,0.003,2003,1329
creighton,MVC,17.54,112.4,94.9,0.026000000000000002,2003,1166
purdue,B10,17.42,107.0,89.6,-0.012,2003,1345
missouri,B12,17.32,111.5,94.2,0.043,2003,1281
memphis,CUSA,16.72,110.9,94.1,0.005,2003,1272
arizona st.,P10,16.49,113.9,97.4,-0.013999999999999999,2003,1113
butler,Horz,16.09,115.4,99.3,0.073,2003,1139
texas tech,B12,15.89,109.3,93.4,-0.027000000000000003,2003,1403
texas tech,B12,15.89,109.3,93.4,-0.027000000000000003,2003,1403
gonzaga,WCC,15.58,113.2,97.7,-0.021,2003,1211
colorado,B12,15.27,109.1,93.8,0.001,2003,1160
georgetown,BE,14.91,107.1,92.2,-0.10099999999999999,2003,1207
cincinnati,CUSA,14.69,105.0,90.3,-0.069,2003,1153
unc wilmington,CAA,14.62,109.5,94.9,-0.031,2003,1423
alabama,SEC,14.6,110.3,95.7,-0.015,2003,1104
stanford,P10,14.57,109.8,95.2,0.066,2003,1390
dayton,A10,14.53,116.4,101.9,0.084,2003,1173
indiana,B10,14.48,113.4,98.9,0.05,2003,1231
oregon,P10,14.25,111.4,97.1,0.032,2003,1332
georgia tech,ACC,14.23,109.1,94.8,-0.092,2003,1210
georgia tech,ACC,14.23,109.1,94.8,-0.092,2003,1210
utah,MWC,14.04,106.6,92.6,0.069,2003,1428
providence,BE,13.85,108.0,94.1,-0.051,2003,1344
auburn,SEC,13.63,107.7,94.1,0.051,2003,1120
california,P10,13.59,109.9,96.3,0.061,2003,1143
penn,Ivy,13.35,110.3,96.9,0.035,2003,1335
boston college,BE,13.3,117.7,104.4,0.034,2003,1130
boston college,BE,13.3,117.7,104.4,0.034,2003,1130
north carolina st.,ACC,13.18,111.2,98.1,-0.023,2003,1301
tulsa,WAC,13.04,107.9,94.9,-0.061,2003,1409
milwaukee,Horz,12.97,109.0,96.0,0.025,2003,1454
seton hall,BE,12.26,104.6,92.3,0.022000000000000002,2003,1371
seton hall,BE,12.26,104.6,92.3,0.022000000000000002,2003,1371
north carolina,ACC,12.15,107.9,95.8,0.024,2003,1314
north carolina,ACC,12.15,107.9,95.8,0.024,2003,1314
southern illinois,MVC,11.76,110.3,98.6,0.063,2003,1356
southern illinois,MVC,11.76,110.3,98.6,0.063,2003,1356
western kentucky,SB,11.75,108.0,96.3,0.035,2003,1443
western kentucky,SB,11.75,108.0,96.3,0.035,2003,1443
villanova,BE,11.17,106.6,95.4,-0.059000000000000004,2003,1437
tennessee,SEC,10.99,108.0,97.0,0.026000000000000002,2003,1397
mississippi,SEC,10.89,111.2,100.3,-0.099,2003,1279
kansas st.,B12,10.87,107.9,97.0,-0.154,2003,1243
michigan,B10,10.71,109.0,98.3,0.024,2003,1276
illinois chicago,Horz,10.64,110.5,99.9,0.024,2003,1227
detroit,Horz,10.6,109.6,99.0,-0.08900000000000001,2003,1178
iowa st.,B12,10.59,106.3,95.7,-0.045,2003,1235
louisiana lafayette,SB,10.52,107.9,97.4,-0.013999999999999999,2003,1418
holy cross,Pat,10.4,105.5,95.1,0.065,2003,1221
holy cross,Pat,10.4,105.5,95.1,0.065,2003,1221
st. john's,BE,10.06,105.4,95.3,0.035,2003,1385
manhattan,MAAC,10.04,105.5,95.4,0.013999999999999999,2003,1264
depaul,CUSA,10.04,105.1,95.1,-0.004,2003,1177
central michigan,MAC,10.01,109.5,99.4,0.13699999999999998,2003,1141
central michigan,MAC,10.01,109.5,99.4,0.13699999999999998,2003,1141
unlv,MWC,9.84,108.1,98.2,0.022000000000000002,2003,1424
minnesota,B10,9.68,107.4,97.7,0.018000000000000002,2003,1278
uab,CUSA,9.45,105.2,95.8,-0.008,2003,1412
temple,A10,9.34,108.0,98.6,0.027999999999999997,2003,1396
ohio st.,B10,8.93,103.2,94.3,0.052000000000000005,2003,1326
weber st.,BSky,8.88,111.4,102.5,0.073,2003,1451
florida st.,ACC,8.84,100.9,92.0,-0.052000000000000005,2003,1199
iowa,B10,8.5,106.4,97.9,-0.018000000000000002,2003,1234
saint louis,CUSA,8.34,104.1,95.8,0.026000000000000002,2003,1387
saint louis,CUSA,8.34,104.1,95.8,0.026000000000000002,2003,1387
san diego,WCC,8.32,104.7,96.4,0.003,2003,1360
san diego,WCC,8.32,104.7,96.4,0.003,2003,1360
south carolina,SEC,8.31,103.1,94.8,-0.027999999999999997,2003,1376
south carolina,SEC,8.31,103.1,94.8,-0.027999999999999997,2003,1376
virginia,ACC,8.2,108.8,100.6,0.026000000000000002,2003,1438
nevada,WAC,8.19,108.0,99.9,-0.09699999999999999,2003,1305
st. bonaventure,A10,8.07,112.8,104.8,-0.07,2003,1382
southwest missouri st.,MVC,8.04,100.6,92.5,-0.075,2003,1283
western michigan,MAC,7.66,101.7,94.0,0.015,2003,1444
western michigan,MAC,7.66,101.7,94.0,0.015,2003,1444
new mexico st.,SB,7.51,107.7,100.2,-0.005,2003,1308
utah st.,BW,7.41,107.1,99.7,0.003,2003,1429
texas a&m,B12,6.97,104.4,97.4,0.022000000000000002,2003,1401
vanderbilt,SEC,6.78,103.7,96.9,-0.049,2003,1435
usc,P10,6.74,105.2,98.4,-0.055,2003,1425
san diego st.,MWC,6.69,108.0,101.3,-0.023,2003,1361
valparaiso,MCon,6.66,103.7,97.1,0.021,2003,1434
kent st.,MAC,6.51,111.2,104.7,0.023,2003,1245
uc santa barbara,BW,6.46,104.2,97.7,-0.08,2003,1364
uc santa barbara,BW,6.46,104.2,97.7,-0.08,2003,1364
uc santa barbara,BW,6.46,104.2,97.7,-0.08,2003,1364
wyoming,MWC,6.34,108.5,102.2,0.081,2003,1461
richmond,A10,6.28,101.4,95.2,-0.037000000000000005,2003,1350
fresno st.,WAC,6.26,105.2,98.9,0.061,2003,1201
troy st.,ASun,6.15,106.9,100.8,0.105,2003,1407
miami fl,BE,6.1,103.3,97.2,-0.11800000000000001,2003,1274
miami fl,BE,6.1,103.3,97.2,-0.11800000000000001,2003,1274
rutgers,BE,6.01,100.9,94.9,-0.040999999999999995,2003,1353
baylor,B12,5.97,106.6,100.7,-0.006,2003,1124
charlotte,CUSA,5.97,104.5,98.5,-0.006999999999999999,2003,1150
colorado st.,MWC,5.96,110.6,104.6,0.031,2003,1161
clemson,ACC,5.75,107.3,101.6,0.026000000000000002,2003,1155
murray st.,OVC,5.53,107.3,101.8,-0.08199999999999999,2003,1293
ucla,P10,5.46,107.2,101.7,-0.065,2003,1417
tulane,CUSA,5.36,106.8,101.4,-0.064,2003,1408
eastern washington,BSky,5.29,102.9,97.6,-0.031,2003,1186
eastern washington,BSky,5.29,102.9,97.6,-0.031,2003,1186
george washington,A10,5.18,107.2,102.1,-0.078,2003,1203
george washington,A10,5.18,107.2,102.1,-0.078,2003,1203
drexel,CAA,5.02,101.7,96.7,0.013000000000000001,2003,1180
rice,WAC,4.73,105.8,101.1,0.063,2003,1349
west virginia,BE,4.71,104.7,99.9,0.055,2003,1452
west virginia,BE,4.71,104.7,99.9,0.055,2003,1452
south florida,CUSA,4.49,101.3,96.8,0.006999999999999999,2003,1378
south florida,CUSA,4.49,101.3,96.8,0.006999999999999999,2003,1378
hawaii,WAC,4.33,102.9,98.5,0.057,2003,1218
rhode island,A10,4.33,101.6,97.3,0.11199999999999999,2003,1348
rhode island,A10,4.33,101.6,97.3,0.11199999999999999,2003,1348
george mason,CAA,4.26,98.1,93.8,-0.022000000000000002,2003,1206
george mason,CAA,4.26,98.1,93.8,-0.022000000000000002,2003,1206
san francisco,WCC,4.19,109.1,104.9,-0.02,2003,1362
san francisco,WCC,4.19,109.1,104.9,-0.02,2003,1362
uc irvine,BW,4.1,103.6,99.5,0.077,2003,1414
uc irvine,BW,4.1,103.6,99.5,0.077,2003,1414
college of charleston,SC,4.08,102.5,98.4,0.079,2003,1158
college of charleston,SC,4.08,102.5,98.4,0.079,2003,1158
vcu,CAA,4.06,103.4,99.3,-0.009000000000000001,2003,1433
siena,MAAC,3.89,105.3,101.4,-0.013000000000000001,2003,1373
tennessee tech,OVC,3.86,102.8,99.0,-0.016,2003,1399
tennessee tech,OVC,3.86,102.8,99.0,-0.016,2003,1399
loyola chicago,Horz,3.85,105.7,101.9,-0.015,2003,1260
loyola chicago,Horz,3.85,105.7,101.9,-0.015,2003,1260
boston university,AE,3.64,102.4,98.7,0.013000000000000001,2003,1131
boston university,AE,3.64,102.4,98.7,0.013000000000000001,2003,1131
middle tennessee st.,SB,3.36,103.8,100.5,-0.006,2003,1292
chattanooga,SC,3.34,110.6,107.3,0.034,2003,1151
oregon st.,P10,3.21,100.7,97.5,0.006,2003,1333
ucf,ASun,3.18,102.9,99.7,-0.032,2003,1416
washington,P10,3.12,102.6,99.4,-0.057,2003,1449
wichita st.,MVC,3.05,107.7,104.6,0.05,2003,1455
toledo,MAC,3.03,103.6,100.6,-0.043,2003,1405
princeton,Ivy,2.99,109.2,106.2,-0.027000000000000003,2003,1343
arkansas,SEC,2.95,98.0,95.1,-0.038,2003,1116
austin peay,OVC,2.65,100.7,98.0,0.171,2003,1122
austin peay,OVC,2.65,100.7,98.0,0.171,2003,1122
denver,SB,2.53,102.4,99.8,-0.027000000000000003,2003,1176
northern illinois,MAC,2.52,104.6,102.1,0.05,2003,1296
northern illinois,MAC,2.52,104.6,102.1,0.05,2003,1296
nebraska,B12,2.47,97.4,94.9,0.013999999999999999,2003,1304
miami oh,MAC,2.42,101.1,98.7,-0.027000000000000003,2003,1275
miami oh,MAC,2.42,101.1,98.7,-0.027000000000000003,2003,1275
smu,WAC,2.36,103.6,101.2,0.07,2003,1374
virginia tech,BE,2.34,106.3,104.0,-0.044000000000000004,2003,1439
virginia tech,BE,2.34,106.3,104.0,-0.044000000000000004,2003,1439
saint mary's,WCC,2.18,98.5,96.3,-0.045,2003,1388
davidson,SC,2.18,103.2,101.0,0.004,2003,1172
stephen f. austin,Slnd,2.14,105.6,103.5,0.003,2003,1372
bradley,MVC,1.95,103.1,101.2,-0.125,2003,1133
american,Pat,1.95,103.6,101.6,-0.10099999999999999,2003,1110
east tennessee st.,SC,1.75,101.3,99.6,0.036000000000000004,2003,1190
pepperdine,WCC,1.69,110.2,108.5,0.042,2003,1337
arkansas little rock,SB,1.63,102.3,100.7,0.035,2003,1114
arkansas little rock,SB,1.63,102.3,100.7,0.035,2003,1114
vermont,AE,1.57,101.1,99.5,0.019,2003,1436
morehead st.,OVC,1.53,109.6,108.1,0.048,2003,1287
air force,MWC,1.27,105.2,104.0,-0.073,2003,1102
air force,MWC,1.27,105.2,104.0,-0.073,2003,1102
oral roberts,MCon,1.21,104.6,103.4,-0.03,2003,1331
oral roberts,MCon,1.21,104.6,103.4,-0.03,2003,1331
fairfield,MAAC,0.94,99.2,98.2,0.08199999999999999,2003,1193
yale,Ivy,0.85,100.1,99.2,-0.038,2003,1463
south alabama,SB,0.85,105.4,104.6,-0.001,2003,1375
south alabama,SB,0.85,105.4,104.6,-0.001,2003,1375
sam houston st.,Slnd,0.82,101.5,100.6,0.08800000000000001,2003,1358
brown,Ivy,0.76,105.6,104.8,0.042,2003,1135
iona,MAAC,0.55,102.2,101.7,-0.033,2003,1233
arkansas st.,SB,0.48,107.7,107.2,-0.10099999999999999,2003,1117
iupui,MCon,0.46,102.9,102.5,0.071,2003,1237
old dominion,CAA,0.3,99.2,98.9,-0.113,2003,1330
old dominion,CAA,0.3,99.2,98.9,-0.113,2003,1330
la salle,A10,0.27,102.4,102.1,0.001,2003,1247
la salle,A10,0.27,102.4,102.1,0.001,2003,1247
east carolina,CUSA,0.22,99.3,99.1,-0.018000000000000002,2003,1187
east carolina,CUSA,0.22,99.3,99.1,-0.018000000000000002,2003,1187
belmont,ASun,0.18,103.2,103.0,0.02,2003,1125
southern miss,CUSA,0.16,98.9,98.8,0.049,2003,1379
southern miss,CUSA,0.16,98.9,98.8,0.049,2003,1379
northwestern,B10,0.05,105.0,104.9,-0.003,2003,1321
ohio,MAC,-0.22,104.5,104.7,0.09,2003,1325
ball st.,MAC,-0.35,106.5,106.8,0.012,2003,1123
tcu,CUSA,-0.41,106.0,106.5,-0.027000000000000003,2003,1395
delaware,CAA,-0.43,99.5,99.9,0.006999999999999999,2003,1174
new orleans,SB,-0.49,101.7,102.2,0.005,2003,1309
new orleans,SB,-0.49,101.7,102.2,0.005,2003,1309
appalachian st.,SC,-0.69,103.5,104.2,0.081,2003,1111
marshall,MAC,-0.77,102.2,102.9,-0.027000000000000003,2003,1267
mercer,ASun,-0.84,106.4,107.3,0.17,2003,1273
pacific,BW,-0.86,99.9,100.8,-0.066,2003,1334
niagara,MAAC,-0.9,109.5,110.4,0.091,2003,1310
akron,MAC,-0.92,110.0,110.9,-0.025,2003,1103
wagner,NEC,-1.16,104.7,105.9,0.049,2003,1447
eastern illinois,OVC,-1.29,106.8,108.1,-0.008,2003,1183
eastern illinois,OVC,-1.29,106.8,108.1,-0.008,2003,1183
cal poly,BW,-1.38,98.4,99.7,0.045,2003,1142
cal poly,BW,-1.38,98.4,99.7,0.045,2003,1142
evansville,MVC,-1.55,105.9,107.5,0.048,2003,1191
boise st.,WAC,-1.56,96.0,97.5,-0.032,2003,1129
bowling green,MAC,-1.88,98.7,100.6,0.05,2003,1132
bowling green,MAC,-1.88,98.7,100.6,0.05,2003,1132
oakland,MCon,-2.07,103.7,105.7,0.006999999999999999,2003,1324
idaho st.,BSky,-2.21,99.6,101.8,0.013000000000000001,2003,1226
